i,j
1200,1304
5043,7071
8286,2841
8529,7815
1850,4512
2165,7502
5372,2492
5476,467
5090,11510
2507,10055
6642,774
6607,1132
3656,2418
8631,5058
6325,4330
3556,8314
7933,1129
2155,4539
3678,1952
2259,86
6401,565
10364,8662
6372,3174
8842,10456
2373,4662
4988,304
1795,1598
9659,9296
2062,5069
365,5407
7815,10768
1303,6349
6189,8014
773,11292
7248,1248
280,1809
3319,6463
1271,11377
8654,8271
4820,2894
3407,7314
7192,6216
75,9135
2889,6485
6404,2757
273,2221
11472,971
8627,8292
3300,1538
2493,4677
4493,5125
4608,7140
1612,2225
3558,5620
4730,6595
11335,1081
890,9025
3829,4088
7474,7851
2445,1620
1034,4261
1387,10478
804,7276
8528,2976
108,3753
3000,9293
6384,1307
991,1327
4877,10113
9715,11262
5823,3214
7227,7723
9506,7837
7673,10186
7379,4433
998,7104
11542,7993
2320,2804
5378,8115
1636,10247
866,4237
9669,1773
2629,3121
9471,9423
2532,11534
10293,9842
7404,3776
11506,7065
4118,2558
10928,6077
3125,8859
7128,4335
3096,11325
2994,801
988,251
4471,2588
7497,1325
1052,11169
7408,2543
4663,1465
4433,2599
3346,6598
4361,6300
6136,2229
393,11152
7331,144
8119,9698
2228,4306
2675,374
1100,2466
1380,4898
3610,154
5554,1605
509,2709
4560,1080
121,7993
3557,4349
7550,3455
1543,997
2379,7087
7648,7498
499,7856
5646,11264
7006,10971
9672,1862
3256,3240
2231,8303
6010,9170
1073,5085
114,3596
1703,9830
6576,2536
2557,403
5557,5499
2099,2359
2340,8957
7631,4119
8213,11449
6399,10761
11234,10101
11353,3893
8436,2544
1533,3224
2055,3208
290,2055
4421,9510
6130,8095
7564,8371
7693,10514
911,1180
8357,1575
2902,3465
1871,1406
6859,11221
1699,2992
5659,8845
2690,11339
7198,9609
470,737
3957,3507
6874,229
7310,6238
7630,996
7894,10188
11323,10398
4765,4910
1024,8215
11504,3872
2113,63
5730,4129
5300,7927
10427,3562
5340,730
5466,2097
2991,10649
1748,9125
8614,7252
11515,11491
8824,4312
388,7958
4152,2880
517,3415
8072,6635
6871,10241
2724,6582
10826,401
11000,6469
1641,1563
167,3611
7146,3949
9458,9145
4686,2544
4855,6713
3945,215
6627,9464
6892,8788
9353,11203
2182,10855
4988,1381
2253,6003
925,924
9221,1185
6877,8898
269,1792
6152,8866
3866,660
206,7724
8254,2497
4328,6380
3810,3444
847,9745
2485,363
9278,5072
4338,1074
5963,2916
4238,3894
10701,2450
7716,11365
6670,4891
5950,8558
6571,4631
6631,9660
3359,3218
10367,2348
600,5546
3968,7928
8292,6245
11204,10702
7140,8731
5720,3211
2400,302
3443,6593
6622,11397
656,11342
2518,9131
3802,11337
9043,10498
11258,3826
6035,3824
10332,8575
3155,7354
3241,9080
5365,7450
7993,6574
858,10363
2311,5483
2425,5373
11213,2464
428,1576
10077,2453
579,2882
5352,4230
3254,9688
1276,9308
7199,2286
4268,7108
10152,8443
851,1582
3934,1274
701,9195
5674,303
6411,2023
1497,2749
10377,6016
5634,2338
8519,3831
1574,5441
1548,10755
8460,273
6030,3055
5386,1198
2407,10356
10070,1654
5513,4017
5770,1720
7323,2597
5652,7543
3842,502
849,11495
3648,7095
8141,6090
10675,2552
6304,6428
446,784
7036,10962
8290,10873
3136,4063
8159,863
156,7882
8655,4229
3663,216
8434,3148
1262,9465
2059,11244
4825,1782
4834,11266
1761,2630
1541,368
4536,9003
9124,867
3647,522
4432,2081
7645,4669
6983,8626
6042,11301
5808,10824
30,2393
2362,7229
2758,1696
2982,7433
10985,32
6556,2262
2487,5762
1004,5811
1686,3622
7210,5168
2596,3477
6012,6188
6090,1576
6232,6797
5828,1929
4781,1524
3547,9763
2641,5377
9055,11429
729,2877
5977,9610
3614,4445
2324,548
6737,2148
10331,1758
5080,5584
10484,10863
5165,2328
2693,6010
7791,8998
8418,5146
5399,1094
227,653
9088,3897
10478,6223
8846,6620
3945,1756
4849,8648
7772,5630
844,8709
5218,2706
5954,9176
6917,8406
8303,909
2807,4126
11547,4908
4091,5435
5838,9258
4491,104
246,3469
6827,6527
3765,2547
991,6568
9114,2005
10325,7342
11466,5245
1299,7753
3824,7642
9506,46
11449,9739
4216,3274
10579,7096
5028,9816
2396,1050
10322,1817
9,3819
4778,5980
8258,442
732,7073
8255,9388
2732,10578
3554,11326
7766,2756
4780,4319
3149,2113
2305,11293
9696,7957
5612,5328
2258,7265
6642,1704
4993,7569
11465,1846
830,3647
6466,3202
10962,1594
7066,1115
7311,3342
10536,5698
6225,11503
7283,10070
8251,2668
3428,9670
10872,3629
8289,5857
5137,6891
4705,1686
1332,5548
9036,9173
10792,750
3578,7643
3825,5240
7957,7736
6414,2544
6022,319
5839,4040
9842,1448
1113,2283
1983,664
5099,7883
3284,5421
1425,2277
4603,123
5611,7998
7072,6570
8192,1414
2063,3393
1438,110
2681,8404
4008,13
4181,488
6073,3259
8869,10418
8537,7136
2377,8858
7639,728
4073,1632
8345,3653
10697,8985
8558,7738
4848,5825
2721,94
2381,1960
2499,7647
929,5625
6026,11154
9091,263
11491,8534
1216,5298
4354,11526
332,7733
9413,4440
8882,7900
2892,1086
1953,3863
6597,868
3510,903
11485,505
4168,1888
526,8394
5656,2811
4328,657
1224,3727
7546,10346
4580,7537
10077,8227
4910,5418
11203,2114
9381,4433
242,1105
11476,1990
7653,3830
9419,1210
5974,6252
6595,1558
5858,9668
590,9659
2123,10791
5540,2267
4090,5953
7065,10315
8372,7136
7818,6418
9715,6988
5473,340
2532,5929
7782,7860
4970,1621
572,10589
1826,6717
1283,1967
10422,4867
4613,1366
1261,10412
2148,6057
10836,5848
273,6717
3135,10768
11546,5067
5633,7341
3669,3714
707,2974
355,5948
5496,7160
7822,9274
6556,10824
5816,2359
3648,7574
4924,2208
8363,969
3974,11268
5339,2750
9153,711
9316,10390
2959,3265
1062,11137
947,6610
2628,10560
709,8465
7499,5118
2315,1102
4258,6510
3747,341
606,1195
684,2586
1939,5297
10381,8605
9014,594
3942,2032
3280,1969
2759,5212
1130,79
3,3714
1876,314
5501,10393
11364,3975
5617,4995
101,10230
3798,411
268,6884
7190,3926
506,7328
4150,6625
4352,9465
7764,7812
3598,7974
5706,4075
481,7827
1830,7632
6489,7470
6826,8716
6945,7682
8067,7363
11247,5744
3653,3100
2429,9089
607,2672
9071,1374
9030,5331
4007,3005
9697,10558
3677,11255
10700,6398
5319,2539
5979,952
5449,4835
3958,6534
8896,11463
780,11150
2703,4993
2470,7893
8632,6056
8241,3280
482,8534
8473,8286
11353,7783
2147,6280
4925,9447
10096,101
1315,326
1036,7555
6641,916
1226,3695
4879,6299
6791,9645
915,3778
8520,1
3516,2012
4117,1158
6529,2899
1405,7222
4990,4494
6349,3192
6170,2350
3406,6543
1184,489
10321,1409
4464,11463
9841,3082
6151,4170
7336,5963
2635,1057
1004,4276
3268,4713
1215,3550
7739,11255
5393,5348
4642,960
4615,5151
5817,5995
6703,10276
10784,41
5539,7768
8315,4880
8012,8013
4921,5777
3878,8653
6153,2512
6635,4381
5634,7085
556,2645
227,6544
987,1412
2476,4477
7103,2748
1849,2532
8050,8943
4320,7119
9709,1052
7114,7498
9720,11496
5486,9702
6360,6784
8326,3148
2480,228
4728,5075
7386,5219
5427,436
5012,759
4073,3381
669,10969
8119,8086
4156,6489
8294,58
5451,6448
7701,3147
9161,10079
3208,2955
4809,4498
9317,7383
10049,3974
7645,604
7121,1791
1666,5616
5101,5358
1915,10399
11493,999
6402,9013
8329,4692
9180,2607
4342,3041
139,8325
5987,2897
4175,3282
10363,2462
432,3527
383,4237
7895,2246
3342,5351
9513,7215
11139,4390
798,8250
2604,6733
4928,5538
7449,2144
9082,10594
1498,1215
7120,8654
1356,24
4929,3796
6607,1715
3007,4036
1776,8442
6824,5132
3842,3739
8658,2222
2831,790
8019,1220
1260,1457
2332,10778
1285,9380
8142,6393
8977,5395
5875,5709
3198,3312
10414,11399
3640,5570
3387,5355
2379,719
4353,7618
5500,8605
11376,3091
2712,3232
11526,10762
8337,8466
5372,3971
9651,5604
5293,10371
4205,4831
4686,1005
2589,3786
6435,435
7061,10056
3925,4266
8257,9137
9690,7951
5819,10541
2374,9635
11264,8783
10635,6491
5448,2844
9014,10190
3655,8944
6218,1938
10769,5841
9318,1825
8921,9310
2261,9356
3030,3277
8768,8288
6252,166
5578,3557
4238,517
1717,1937
10377,2976
2621,2817
6292,11400
4921,5501
9466,4486
6251,7976
4025,9004
3121,289
6294,9199
6332,9231
9593,7473
7235,4905
5086,4262
497,351
9303,4539
5729,8926
9705,5149
9425,9860
8696,2006
6823,556
920,10783
3247,6398
1346,916
7933,187
8260,1796
998,734
7885,10353
3449,1023
11001,2752
5849,6621
2024,1328
7222,1941
9394,9817
7027,10972
4176,10388
9082,3251
95,5680
10426,9466
6300,1634
8729,6840
953,5086
467,7950
2034,6380
9633,7468
7885,6042
4704,4113
156,9610
2503,615
7636,764
3731,10967
7153,7794
10229,7444
3814,1034
1709,3283
8869,1805
9417,1317
2758,5858
7033,4644
3858,11265
3687,6433
1711,1878
6512,8582
7770,9835
1087,8910
1530,4913
1246,8753
108,7875
5247,1284
359,428
6079,8418
542,10858
8200,6832
11551,1115
4252,4520
3271,1125
5538,3374
6930,2207
10737,3730
1205,1387
7351,11361
6100,3786
4299,8242
7077,5755
2457,743
8470,1003
8333,8154
743,7364
5817,2446
4879,3048
6315,3113
3577,9593
7245,3927
4552,9455
1428,344
7201,8176
1908,1657
5815,4778
10511,8284
523,8532
3989,2387
10525,2772
11535,4014
11391,3989
7061,2269
406,10221
2689,86
4680,10922
5068,4448
4229,6845
136,3814
3626,8983
2165,2872
2149,4264
6030,4374
356,2404
2144,527
5480,3335
5707,1738
4981,3251
1291,8834
7031,10352
1914,7086
1928,5280
1222,3865
11321,8020
3932,8983
754,2743
1513,9862
6622,10347
7506,2401
9057,4772
4012,2417
214,1296
1676,10940
2672,3462
3829,973
1230,11143
2516,4634
8842,7808
747,6048
10353,8225
9455,6120
9647,963
3830,9756
5838,7199
6633,1008
2872,3222
7223,5665
4387,7459
4551,6353
7833,7446
7818,2346
983,9326
6855,1956
3453,10446
10874,5414
945,165
9078,2380
2340,5283
8676,100
8401,7463
11194,5574
11459,5807
7035,300
7129,8443
6152,4133
8213,978
1844,8257
11356,7697
5222,1096
8854,427
11140,2380
6624,1966
4719,7880
7673,6989
3660,638
7360,1631
8248,9126
5966,3288
8122,9192
7069,1957
7856,4660
4502,7138
10246,5786
10176,145
4182,5881
1992,11520
3493,4320
5569,4664
11235,2474
7850,1523
10101,11480
298,1840
11398,5393
44,3700
711,3337
9394,3594
566,6570
631,2821
8358,10759
4816,946
9202,5492
5223,10759
7822,4664
7209,9548
2938,1767
659,332
8522,9276
3009,4472
550,2500
135,1530
10508,4229
4940,4497
3752,6678
10636,4005
2271,8798
1228,812
11551,4606
4649,8765
10063,10583
4169,7906
8005,11293
4180,1230
1409,4614
10768,8345
3331,11485
2220,7413
9201,3567
8898,10783
6769,7543
6492,4435
662,6480
11186,6118
4593,6172
7814,1612
4036,4723
4461,9147
6585,9664
2427,5323
2635,2054
8652,5503
9312,5129
4252,1512
9998,3603
7417,6247
5224,906
8776,10979
7473,3750
1772,5214
9095,7621
790,4665
571,7034
5924,8700
9905,10356
3816,10697
2145,2306
4202,4601
3971,3891
9304,1303
9475,8660
932,3994
9321,6354
4909,5546
8013,5834
4901,7686
4457,8791
2782,5954
7166,2725
4699,4925
1562,4313
1737,6119
7713,10149
1015,815
3489,6073
1496,9672
7229,3699
6501,6325
6092,341
7011,701
795,9419
266,9193
5365,8327
10409,1244
6528,5509
583,7510
7163,2464
4727,4289
1684,1084
4437,3155
7858,6028
7456,5874
6333,3224
11471,5152
6376,6518
3511,4711
1034,1687
6936,3290
1036,184
10571,641
7339,2079
293,526
255,11250
5593,10234
1453,11552
299,7665
4973,888
3978,4799
5564,8896
5911,11526
5295,1121
6535,3444
6361,10412
5352,2377
9227,9018
3899,7422
314,4204
8942,570
981,10077
6392,5494
8736,8199
2991,7135
3708,4148
1769,11159
7667,1224
5764,1759
5378,6439
10052,3905
2079,7464
1559,1354
6687,3795
9863,8037
11232,9020
8174,5114
11245,1107
8052,504
3501,2275
4183,6406
9850,6298
137,1331
1652,10055
1828,3312
4618,3401
1629,6222
665,3989
5335,4038
4264,2876
6237,6686
5433,1373
1957,9058
2381,9725
3086,1190
3099,6109
4012,8657
11356,2535
5953,134
825,2123
1871,5504
7970,8949
3588,4964
2727,7498
3846,1257
3862,2048
7378,7182
2843,2146
3940,7154
3973,4680
7344,16
2529,5852
3268,2760
860,735
109,1255
1659,4044
7113,7249
9219,5277
9760,3664
3547,6238
3154,5391
6156,8520
1121,2713
8367,6005
1185,4668
17,3286
2300,10634
243,2117
2519,405
408,5911
6767,7288
11451,4369
2365,119
2117,8533
6679,4301
4354,5142
7322,1523
4616,2965
1398,1933
581,2609
7820,9250
617,2313
6770,10334
1079,1779
306,1802
3648,2712
5201,3056
1939,3229
2329,2887
1057,4953
161,4261
1179,7850
869,10464
7216,9533
1691,1528
6876,4866
5982,4607
3764,1234
9408,8704
1463,1634
4801,5914
3838,661
5899,94
156,6848
8652,3160
8332,1139
10576,11318
2941,8795
5791,9470
3820,11422
7189,2246
10920,67
6867,3858
4789,265
6079,10592
1630,2218
898,7988
3796,7448
6187,1203
9708,4748
4285,2260
1874,374
11368,9128
5340,3139
3835,3052
5375,1526
1711,9327
10592,6007
3204,4244
8098,5367
4264,4940
7368,11489
1896,11251
2638,8797
2423,2903
11303,4030
11388,3049
496,7562
4363,3933
2266,2750
8159,3917
11399,3908
1199,6339
7604,2283
4446,7377
7863,710
1672,277
10336,767
1374,7750
7280,10310
2447,7534
4313,6846
2599,6182
7374,238
3604,3913
10376,9169
4428,549
9661,621
5708,803
1782,1104
1843,5911
4430,5129
4968,6480
10737,4731
11402,3084
7815,6358
2190,3857
1648,7284
9706,11412
2622,8543
7076,11208
7437,10088
8520,2501
10804,9729
1140,4775
2874,7854
4431,8802
5652,1828
253,3475
4629,1164
10156,4788
7761,2926
479,3777
5893,9666
4964,7105
2015,5214
8556,1736
9424,974
7549,2600
375,8558
3680,6936
3365,1239
7115,733
5240,1628
11550,10092
9409,9740
5050,2854
3368,10368
1963,1234
1465,5862
1023,3090
11205,10388
6051,7741
10100,938
5179,6537
2675,3404
529,4016
2082,6361
9258,5470
154,7625
759,1339
10114,749
4486,7544
8282,4559
6947,5942
8238,649
5644,9461
9410,6215
9404,243
2043,5935
10421,992
728,7274
3300,2391
3491,4116
5300,4128
546,8428
4359,1349
4649,3001
4797,9423
7123,1992
11389,6381
555,6494
1897,10189
11252,1593
6948,4258
9115,5548
1202,4266
2904,7952
7059,5926
5503,6534
2821,4290
3688,1540
1517,11152
161,7500
6397,11498
4531,9050
1958,9706
296,2665
7292,4215
6886,3638
3806,3284
4523,1660
9685,6340
6450,7573
2742,8788
8963,2472
2245,3254
7460,4593
402,4997
3924,10674
7411,4820
10643,4040
1559,10746
7926,2825
4972,9431
3561,1409
5490,3727
6193,6680
6325,5227
3481,1100
7689,9424
7806,6500
10223,7761
2893,439
9152,6997
2489,6345
6050,5728
6584,5523
1469,2391
8281,4351
6469,1047
8996,2922
7359,4987
4683,1039
256,3564
8710,5203
4803,6211
10980,635
1491,9758
9305,6515
3290,4299
960,6245
8965,658
3216,8851
3285,4436
7554,8404
5634,8627
1683,28
8845,3772
764,6535
9830,2860
7090,10637
9016,9840
8118,6011
7271,11510
4032,1400
1218,3268
2219,9047
2450,610
5633,4791
5857,204
3337,2835
6034,9172
7014,1219
3424,469
11071,5423
9102,6126
7075,364
9002,10701
1032,7759
6515,2621
3383,1063
2850,3270
3754,8223
4580,2006
2422,1551
9119,9750
4676,11228
8978,1583
422,1852
5718,4809
11449,641
2460,1063
543,8330
2641,2610
5071,5978
3281,2449
8624,2791
3051,1820
8287,7806
3575,3292
10931,3070
6313,2284
2097,4932
4777,4260
7372,152
1550,7355
5040,2560
2720,1089
6118,4516
11457,8008
3449,161
1444,526
2837,3154
559,5834
4238,1345
7866,2796
8298,4523
7908,8507
4291,7985
6478,11246
6374,9454
4041,9055
872,4557
6042,940
5390,6017
1570,9412
6446,804
7895,3110
6678,3939
6358,5255
6561,196
2415,6647
8673,3076
6013,6149
6411,10161
6041,664
8959,8676
11189,1521
7634,8596
198,5670
7668,9487
5810,86
2381,7269
520,1072
2004,2188
3987,2747
2207,739
10691,11419
7994,867
8583,1182
6207,146
2336,7338
2523,11068
2849,3262
4973,4254
8651,828
5495,4916
753,6617
4560,2838
1168,9843
2005,11350
6253,2807
8950,1043
322,8736
8673,1265
232,3058
9614,2875
6814,2179
4615,3072
627,11394
3762,5803
5132,5620
2233,7773
5102,3709
6131,2238
8970,5240
854,163
7151,7101
3234,707
4243,5153
7949,3811
5814,4148
1048,7892
11153,7095
7443,4450
69,10482
11325,1926
8049,3630
3125,7286
6308,2875
3570,4366
7110,2913
2331,98
698,11138
7078,4691
2613,459
4619,10225
4440,10781
4824,2992
3489,3288
2390,5239
3856,5883
11223,8315
1316,674
1815,6599
8874,3527
2460,5974
4368,11424
3359,1654
1935,6366
4886,4434
9060,9390
7150,964
2814,447
5335,4047
11258,4301
2143,4074
7827,6456
10759,1637
3776,175
9685,347
11535,7065
4457,1315
8222,4255
6427,2400
3543,9022
2887,10963
1076,7130
5672,290
10242,2053
7204,769
4391,11428
6584,5808
2285,6339
11357,2348
1654,808
9484,6230
645,9347
1326,869
3369,5780
6501,8376
6467,6713
11259,11484
139,891
8433,4098
1515,3644
2626,7470
1949,4033
5121,4552
7363,3657
4387,3273
3026,2652
8989,208
6599,10737
6054,3745
5711,1229
1456,2749
6049,1873
2959,1653
6683,4207
6156,4161
7289,865
4317,6617
1676,8060
1940,11204
8829,5921
4201,2550
9096,6029
11353,3123
2214,8904
691,4645
1873,31
10764,4022
6029,8471
3602,3114
3839,2838
1308,5168
10224,792
2086,11229
5820,9227
1176,5188
4376,7836
11527,9449
10862,1494
2498,4789
5393,2899
4100,5935
9650,4702
2218,1283
1231,9517
5604,11372
2278,9128
676,8730
10600,5906
5460,3208
6783,5516
6169,1346
2673,4995
67,951
3714,9020
6775,7877
4920,3081
5698,8873
1165,6875
4184,5941
2959,865
11500,3254
3461,9314
9668,8004
9355,2610
2053,26
3503,10403
8472,2477
1994,3946
1606,9522
1426,4240
1635,1531
10604,8796
4731,2272
9682,11379
300,11417
4292,4015
4259,10391
1835,1921
5237,11473
5163,8668
2147,10360
8358,10369
2907,1259
1451,6559
10331,1936
6530,972
3031,5003
4177,9706
5074,10827
7326,3364
2228,11470
4171,664
5724,6073
7124,5001
6480,6203
5553,6872
1173,1833
263,5448
4478,7494
4636,3779
1676,7107
3879,7861
6679,164
5896,3618
3788,2372
4967,4431
7604,6282
3291,1813
9680,1407
8252,11291
2706,3073
5030,6652
197,11492
4007,10190
22,10375
2412,6402
7718,4823
7702,8914
3624,11199
4529,3811
164,3130
6552,1468
434,629
2554,4168
633,8798
8283,3243
618,9042
4252,9748
4973,6369
11248,7670
4042,81
10313,6615
4022,3332
942,8328
9464,10417
3403,3973
2024,2671
3801,4818
5767,487
6118,4637
8219,10765
4680,1388
2371,3631
3600,7367
2848,2878
10761,1081
767,928
2086,5403
6524,9296
8856,2033
892,11547
571,4243
7129,2208
1806,10820
844,9156
2189,3293
4388,7447
991,4673
9196,7614
884,773
3876,1024
11462,808
11492,905
8566,3517
7409,1677
8221,5941
4318,5063
5389,8953
7856,2804
4196,710
1000,4999
10270,6371
9757,8215
4261,4778
1031,2918
4375,4691
4370,3906
3438,2685
1260,6208
89,7822
7626,7805
710,5428
1230,3915
2997,2143
4624,5044
89,5168
10823,11471
2084,6175
4462,7079
2676,992
165,3307
9676,5479
10108,1320
5292,422
9154,6980
5847,7128
2106,2254
1139,9135
7948,2539
7965,7885
10468,8253
10792,10428
9421,4886
1294,4545
8403,10987
6951,5813
2729,5237
7472,7966
8304,2598
7688,5208
4142,4204
6358,6202
3153,7322
7017,8094
4351,1315
1200,3640
5129,1490
3689,2043
2527,7277
4547,3632
1146,6915
11301,3115
3820,6567
4675,5266
6319,8266
3409,11227
7278,7005
6105,7666
2966,6115
542,1418
2282,5383
1934,7175
2388,9471
4733,6435
561,4383
5588,659
9583,8266
10193,9221
3437,2022
2325,6442
9690,8197
8753,2747
3812,8785
3741,4599
2492,6115
11255,3314
11501,1497
7322,7905
2291,1102
6371,4750
1797,8908
8085,3229
1129,5068
7333,9711
1483,1119
8404,1651
7113,6575
3928,735
2595,403
3271,87
984,1990
3500,5500
281,6558
4870,4482
7352,4740
8437,3645
3189,3441
4560,6385
3402,3775
11441,7973
3505,9277
10341,9744
1934,2426
6098,1499
5967,2347
2250,3652
2929,227
202,8197
6440,7191
10636,6173
5192,10166
6468,8792
1836,2503
568,9759
3874,7180
1867,3481
7064,8540
8330,1551
8809,2731
3556,908
7521,6942
8046,2643
2519,4264
130,1453
1328,7268
1346,11371
7781,5604
4917,6311
1692,3716
1055,221
8857,4346
5397,4104
6439,4030
9449,4044
662,9905
2534,2356
6690,2043
6481,6222
5803,7719
1568,8991
3816,2714
8375,8749
3396,4990
8247,10758
1731,6403
9300,1088
9848,1896
7112,11383
11430,3845
7920,8012
6041,404
516,5635
4744,10960
812,8141
8904,5313
4563,653
8208,522
5276,5482
4917,3885
1402,2925
3589,5726
2440,6145
8682,7285
8667,7931
10875,5364
5485,8049
2869,323
7192,9844
670,1222
3517,3578
1620,6589
1998,10460
6231,4926
7147,3335
1426,9881
1306,1707
6144,3455
1748,9663
3223,7006
2738,8165
2642,1164
3309,770
31,2416
6386,3880
5100,9681
3027,8623
6003,7575
1965,5261
3408,3476
1808,8115
9633,4223
10598,451
4013,2963
305,8428
11450,674
2436,9097
8269,2554
7450,5185
6244,5971
11211,5813
6579,3963
982,7154
4013,6030
9156,3741
1785,11552
9005,5473
6244,6123
6234,1137
9041,9407
2020,1747
3441,2043
7880,7382
583,9164
8947,8358
2444,3576
7932,4906
7503,7756
8788,2388
1082,5041
7893,10600
11331,8737
7182,1027
7445,1187
11303,4808
2230,1548
7367,1022
11337,2772
7994,8681
4444,3025
9761,3575
9670,6344
1962,981
5449,1666
370,9229
2201,1867
3857,8199
1443,6101
4205,1581
11212,870
2727,8311
1967,4727
3961,1359
10632,6522
1506,2536
10599,7309
3678,9001
8034,9453
2152,2830
8755,4667
5362,11369
8980,7771
1780,1832
5942,9006
10834,596
5681,4289
4494,3189
4165,5207
10181,1163
5891,11260
3270,5434
4890,9704
124,3101
6942,935
11342,2949
7239,1247
5028,1983
9076,11547
113,2953
6183,6610
11194,6064
5813,8443
2760,4864
7301,4910
5633,443
223,1239
80,5795
4707,7187
3474,10050
8791,8683
11226,8843
5728,6382
4407,11501
2126,9141
8581,109
3552,11068
760,1026
8467,11425
11224,6349
3688,10854
4266,1325
5656,7216
4978,2544
4713,11481
9451,397
4117,2214
2449,1743
6289,10246
995,1777
1039,8850
188,2287
749,8706
2007,5037
2731,8298
6022,10510
936,122
4024,2349
4391,10838
750,2384
1005,8809
2596,4511
1811,432
4352,5096
7486,1926
5653,7775
11517,2909
2938,859
6875,521
10157,9392
5303,7743
4863,7239
2050,418
4250,5567
3358,8512
1977,6633
10857,9313
5895,10123
6176,9293
5502,5378
11398,2721
8559,11180
2951,5811
499,4827
4891,2716
2422,7612
8954,5215
11249,7058
1892,6575
8901,10498
6594,2335
2585,7902
2128,2535
1614,4260
661,4998
1251,610
8983,504
3513,10579
10478,6034
1391,3592
2099,1286
2219,1486
3895,1202
6136,7515
10207,3914
8507,4232
939,2526
6822,1566
8647,9006
11345,7411
2998,3391
8824,934
947,8657
10640,897
2551,11292
4408,1932
8179,4377
4716,8021
2725,3682
4551,5028
10253,8580
9192,5069
5278,8993
8463,6015
4841,3728
5524,3814
5764,5271
10765,9750
2253,10577
2624,5611
11527,4242
10090,7663
5715,2079
917,1097
9404,3388
1589,161
5120,8047
8949,4915
4453,184
418,9222
4476,1871
4114,10480
8060,5435
2324,8254
7324,5372
